Region,ItemType,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price
Europe,Baby Food,Online,M,8/13/2015,176160037,8/23/2015,8524,255.28
Central America and the Caribbean,Cosmetics,Offline,L,4/29/2011,730715978,5/4/2011,3951,437.2
Sub-Saharan Africa,Vegetables,Online,H,5/27/2016,883570563,6/23/2016,7019,154.06
Europe,Personal Care,Offline,H,7/1/2011,786335122,7/27/2011,2892,81.73
Europe,Fruits,Online,M,5/21/2012,660933482,7/1/2012,3760,9.33
Asia,Office Supplies,Online,L,3/16/2013,349601972,4/5/2013,3847,651.21
Asia,Fruits,Online,C,12/9/2012,664889419,12/15/2012,4409,9.33
Sub-Saharan Africa,Personal Care,Offline,C,8/20/2011,239657151,8/20/2011,8732,81.73
Sub-Saharan Africa,Meat,Online,C,3/10/2014,477078998,4/24/2014,7132,421.89
Middle East and North Africa,Clothes,Offline,M,6/4/2011,600641286,7/17/2011,1959,109.28
Middle East and North Africa,Fruits,Online,M,2/25/2014,804142844,4/4/2014,2592,9.33
Middle East and North Africa,Office Supplies,Offline,H,7/16/2011,901695001,8/21/2011,443,651.21
Europe,Cereal,Online,C,9/27/2012,777721583,10/27/2012,3954,205.7
Sub-Saharan Africa,Personal Care,Online,H,11/1/2012,836958920,12/1/2012,3599,81.73
Europe,Meat,Online,M,10/4/2011,654455840,11/3/2011,6881,421.89
Australia and Oceania,Cosmetics,Online,C,6/30/2010,325573670,8/9/2010,3339,437.2
Sub-Saharan Africa,Baby Food,Online,L,11/25/2014,915986239,11/30/2014,9538,255.28
Sub-Saharan Africa,Baby Food,Online,C,9/25/2016,411679875,11/4/2016,4078,255.28
Europe,Office Supplies,Online,H,8/13/2012,468953406,9/23/2012,2589,651.21
Central America and the Caribbean,Fruits,Online,H,5/16/2015,564418160,6/5/2015,2731,9.33
Sub-Saharan Africa,Personal Care,Offline,C,5/22/2012,244997966,6/20/2012,9197,81.73
Sub-Saharan Africa,Cosmetics,Offline,M,11/2/2014,477929151,12/3/2014,8711,437.2
Europe,Baby Food,Online,M,1/9/2016,500760543,2/6/2016,5027,255.28
Europe,Household,Online,C,4/24/2010,971353471,5/29/2010,3932,668.27
Europe,Baby Food,Offline,C,1/26/2012,817881762,2/1/2012,8244,255.28
Europe,Meat,Offline,H,1/3/2014,388831746,1/12/2014,2809,421.89
Central America and the Caribbean,Household,Offline,H,9/10/2013,103002250,10/29/2013,9509,668.27
Asia,Snacks,Offline,H,4/27/2017,899504601,6/9/2017,2255,152.58
Asia,Personal Care,Offline,M,3/25/2013,187762629,5/12/2013,1989,81.73
Sub-Saharan Africa,Baby Food,Offline,H,7/15/2013,397512662,8/19/2013,1685,255.28
Sub-Saharan Africa,Office Supplies,Online,C,6/27/2012,428803527,7/8/2012,1347,651.21
Central America and the Caribbean,Snacks,Offline,C,12/22/2012,601996552,2/10/2013,3012,152.58
Middle East and North Africa,Office Supplies,Online,C,3/1/2015,407765567,3/10/2015,5748,651.21
Europe,Cereal,Online,C,9/16/2012,757096898,9/30/2012,651,205.7
Asia,Household,Online,H,9/13/2011,831289374,10/7/2011,5854,668.27
Central America and the Caribbean,Baby Food,Online,M,9/15/2011,331954324,9/30/2011,1516,255.28
Europe,Snacks,Online,C,2/26/2017,831015574,2/26/2017,4830,152.58
Central America and the Caribbean,Clothes,Online,C,10/27/2010,820709455,11/1/2010,5020,109.28
Asia,Meat,Offline,M,8/13/2010,663584792,9/27/2010,8341,421.89
Europe,Office Supplies,Offline,L,10/21/2012,342502915,12/7/2012,3079,651.21
Sub-Saharan Africa,Baby Food,Online,C,12/4/2010,810637652,12/31/2010,4550,255.28
Sub-Saharan Africa,Office Supplies,Offline,H,9/24/2014,841475331,10/10/2014,105,651.21
Asia,Fruits,Offline,H,2/7/2016,178814780,3/8/2016,4122,9.33
Central America and the Caribbean,Vegetables,Offline,M,7/25/2015,886767327,7/26/2015,3013,154.06
Australia and Oceania,Cereal,Online,L,11/29/2010,599756801,1/17/2011,220,205.7
Sub-Saharan Africa,Fruits,Online,L,2/28/2016,172519528,3/3/2016,1217,9.33
Central America and the Caribbean,Baby Food,Online,C,4/20/2012,530104339,5/29/2012,8509,255.28
Europe,Cereal,Offline,C,9/12/2011,417872560,10/20/2011,6631,205.7
Europe,Vegetables,Offline,H,5/26/2016,451498019,6/16/2016,7152,154.06
Europe,Office Supplies,Offline,H,5/24/2014,866967046,6/20/2014,3670,651.21
Sub-Saharan Africa,Cereal,Online,L,8/26/2013,170578467,9/24/2013,6814,205.7
Europe,Clothes,Online,H,8/23/2015,988943612,9/4/2015,9246,109.28
Middle East and North Africa,Cereal,Offline,M,7/16/2011,618986308,7/20/2011,659,205.7
Middle East and North Africa,Fruits,Offline,H,4/18/2016,477942883,6/1/2016,2775,9.33
Europe,Clothes,Offline,H,11/13/2011,253362166,11/20/2011,4350,109.28
Central America and the Caribbean,Household,Online,H,7/17/2011,153105485,8/21/2011,6170,668.27
Asia,Vegetables,Online,C,10/4/2010,455346667,10/9/2010,6053,154.06
Sub-Saharan Africa,Clothes,Offline,M,8/3/2013,158572041,8/14/2013,3846,109.28
Sub-Saharan Africa,Baby Food,Offline,M,10/23/2013,131580436,11/24/2013,6430,255.28
Sub-Saharan Africa,Beverages,Offline,C,10/31/2013,863483178,11/11/2013,2716,47.45
Middle East and North Africa,Meat,Online,H,5/10/2013,213704097,6/11/2013,8646,421.89
Central America and the Caribbean,Vegetables,Offline,C,2/17/2013,161979520,3/27/2013,2194,154.06
Australia and Oceania,Vegetables,Offline,C,3/14/2011,958358275,3/25/2011,8365,154.06
Europe,Beverages,Offline,L,3/27/2014,673201692,3/28/2014,4195,47.45
Middle East and North Africa,Clothes,Offline,H,1/16/2011,147183597,2/27/2011,3752,109.28
Sub-Saharan Africa,Cosmetics,Offline,L,3/19/2014,741290318,4/18/2014,3133,437.2
Sub-Saharan Africa,Clothes,Online,H,11/25/2010,286820685,11/28/2010,5469,109.28
Central America and the Caribbean,Household,Online,H,1/13/2012,735386025,1/24/2012,5922,668.27
Europe,Fruits,Online,M,9/7/2010,508910167,10/20/2010,6682,9.33
Sub-Saharan Africa,Meat,Offline,C,2/15/2016,349629437,4/2/2016,1975,421.89
Europe,Personal Care,Offline,M,3/13/2012,170092666,3/28/2012,3054,81.73
Australia and Oceania,Meat,Online,L,2/4/2014,403161180,3/26/2014,3207,421.89
Asia,Cosmetics,Online,L,7/27/2011,652008807,9/7/2011,2750,437.2
Europe,Office Supplies,Offline,M,8/2/2010,140121877,9/17/2010,4032,651.21
Europe,Cereal,Offline,C,5/21/2014,861299216,5/25/2014,6433,205.7
Sub-Saharan Africa,Household,Online,C,2/19/2012,829652154,3/14/2012,1364,668.27
Sub-Saharan Africa,Beverages,Online,C,12/27/2012,829604518,2/14/2013,7267,47.45
Europe,Fruits,Online,L,1/11/2012,365892636,2/15/2012,4617,9.33
Australia and Oceania,Vegetables,Offline,M,10/2/2016,813565337,11/1/2016,917,154.06
Central America and the Caribbean,Fruits,Online,H,1/5/2013,467983949,2/17/2013,5705,9.33
Australia and Oceania,Meat,Offline,M,3/26/2014,394822299,4/14/2014,5547,421.89
Sub-Saharan Africa,Fruits,Offline,H,3/3/2012,380066716,3/25/2012,9042,9.33
Sub-Saharan Africa,Personal Care,Online,C,1/7/2011,280016028,2/25/2011,1820,81.73
Sub-Saharan Africa,Personal Care,Offline,M,1/11/2016,471281564,1/23/2016,1542,81.73
Sub-Saharan Africa,Vegetables,Online,C,8/4/2014,500787150,8/16/2014,2901,154.06
Europe,Meat,Offline,H,4/21/2010,435769116,5/5/2010,2620,421.89
Sub-Saharan Africa,Cosmetics,Offline,L,8/12/2011,413776290,8/30/2011,4454,437.2
Europe,Beverages,Online,C,11/21/2012,192669999,1/2/2013,4189,47.45
Asia,Meat,Online,L,5/9/2013,500624072,6/14/2013,4643,421.89
Middle East and North Africa,Office Supplies,Online,L,4/15/2013,786124837,5/5/2013,664,651.21
Asia,Fruits,Offline,M,4/5/2010,567971122,5/23/2010,4131,9.33
Europe,Vegetables,Online,H,6/19/2010,785274255,7/27/2010,8957,154.06
Sub-Saharan Africa,Fruits,Offline,M,5/20/2017,647458064,7/7/2017,6084,9.33
Middle East and North Africa,Baby Food,Offline,C,11/4/2012,784258878,12/21/2012,8485,255.28
Europe,Baby Food,Online,L,10/25/2013,995725524,12/8/2013,6165,255.28
Australia and Oceania,Cosmetics,Offline,L,8/12/2015,702219331,8/22/2015,1160,437.2
North America,Snacks,Online,M,10/29/2010,294414126,11/3/2010,2537,152.58
Asia,Personal Care,Online,L,11/2/2015,683296239,11/4/2015,1396,81.73
Central America and the Caribbean,Household,Offline,C,1/2/2014,150164496,1/16/2014,5866,668.27
Europe,Household,Online,H,6/24/2012,196630227,7/8/2012,6109,668.27
Sub-Saharan Africa,Office Supplies,Online,C,9/9/2015,594617259,9/25/2015,9316,651.21
Asia,Office Supplies,Online,C,12/22/2013,736361920,2/6/2014,4711,651.21
Australia and Oceania,Meat,Offline,M,2/10/2010,984413039,2/28/2010,8549,421.89
Middle East and North Africa,Beverages,Online,C,7/3/2015,421631944,7/13/2015,9117,47.45
Sub-Saharan Africa,Fruits,Offline,M,2/12/2016,901192462,3/22/2016,1731,9.33
Europe,Household,Online,C,2/16/2014,296580922,3/21/2014,3740,668.27
Sub-Saharan Africa,Household,Online,M,7/28/2016,151596152,8/8/2016,9525,668.27
Sub-Saharan Africa,Cosmetics,Online,L,5/24/2016,730349481,5/27/2016,5496,437.2
Asia,Meat,Online,M,5/25/2011,567264735,6/24/2011,5096,421.89
Australia and Oceania,Personal Care,Online,L,8/3/2015,517078244,8/26/2015,3798,81.73
Central America and the Caribbean,Office Supplies,Offline,M,7/15/2017,604838836,7/18/2017,4107,651.21
Europe,Clothes,Offline,C,6/14/2014,475907838,6/18/2014,560,109.28
Sub-Saharan Africa,Meat,Online,M,12/20/2015,745959079,2/8/2016,4723,421.89
Sub-Saharan Africa,Vegetables,Online,H,1/24/2010,750978887,2/16/2010,196,154.06
Sub-Saharan Africa,Beverages,Offline,H,4/15/2012,797266089,4/15/2012,7608,47.45
Sub-Saharan Africa,Clothes,Online,H,7/14/2016,811432015,8/2/2016,9620,109.28
Sub-Saharan Africa,Office Supplies,Offline,H,12/22/2013,790400493,12/24/2013,5925,651.21
Europe,Cosmetics,Offline,M,12/31/2011,351407849,2/11/2012,8247,437.2
Central America and the Caribbean,Meat,Offline,C,4/7/2015,982002913,4/19/2015,5339,421.89
Asia,Meat,Offline,C,5/10/2014,190047013,5/15/2014,7989,421.89
Europe,Office Supplies,Online,H,4/12/2012,953713977,5/31/2012,4014,651.21
Europe,Vegetables,Online,M,2/8/2013,471490132,3/16/2013,3263,154.06
Central America and the Caribbean,Fruits,Online,M,8/12/2010,512174308,9/27/2010,2614,9.33
Sub-Saharan Africa,Cereal,Online,L,10/14/2014,664877831,11/4/2014,980,205.7
Central America and the Caribbean,Clothes,Offline,L,3/4/2010,589024531,4/19/2010,4303,109.28
Sub-Saharan Africa,Beverages,Offline,H,9/4/2012,464350736,9/17/2012,556,47.45
Middle East and North Africa,Meat,Online,H,10/6/2012,540905272,10/13/2012,4745,421.89
Middle East and North Africa,Snacks,Offline,C,2/9/2017,689049470,3/6/2017,3905,152.58
Asia,Household,Online,L,7/7/2014,849457156,7/7/2014,2104,668.27
Asia,Vegetables,Online,C,1/1/2010,583114659,2/3/2010,5441,154.06
Sub-Saharan Africa,Office Supplies,Online,M,6/10/2013,421320807,6/17/2013,7044,651.21
Australia and Oceania,Beverages,Online,L,1/16/2013,515686929,2/10/2013,2077,47.45
Europe,Vegetables,Offline,C,1/9/2017,188136851,1/31/2017,2730,154.06
Sub-Saharan Africa,Household,Online,M,12/11/2011,180906903,12/12/2011,3228,668.27
Sub-Saharan Africa,Cosmetics,Online,H,12/6/2011,406545913,12/8/2011,4825,437.2
Middle East and North Africa,Personal Care,Offline,L,1/10/2017,397915208,2/6/2017,807,81.73
Central America and the Caribbean,Cereal,Offline,C,12/29/2016,658188617,1/15/2017,1493,205.7
Europe,Fruits,Offline,C,3/21/2010,410852468,4/17/2010,9230,9.33
North America,Cereal,Offline,L,2/3/2015,749705588,3/25/2015,3399,205.7
Europe,Cereal,Offline,C,3/15/2013,588859307,4/25/2013,5410,205.7
Europe,Beverages,Online,M,9/16/2013,712737452,10/31/2013,3706,47.45
Europe,Cosmetics,Online,M,9/10/2011,626076352,9/28/2011,8760,437.2
Europe,Fruits,Offline,M,8/26/2014,803924834,9/3/2014,8078,9.33
Middle East and North Africa,Meat,Online,C,1/3/2016,441644227,1/26/2016,1196,421.89
Asia,Fruits,Online,M,1/14/2014,604908359,1/25/2014,4681,9.33
Sub-Saharan Africa,Household,Online,L,8/26/2015,179703557,9/27/2015,7131,668.27
Asia,Baby Food,Online,H,6/18/2017,822328650,7/23/2017,4176,255.28
Sub-Saharan Africa,Cosmetics,Online,H,2/26/2017,209394967,3/30/2017,3479,437.2
Asia,Fruits,Online,H,4/7/2017,587826335,5/2/2017,9730,9.33
Middle East and North Africa,Cereal,Online,H,10/24/2013,224859082,11/19/2013,9654,205.7
Central America and the Caribbean,Personal Care,Offline,H,4/1/2015,158042037,5/9/2015,7006,81.73
Europe,Vegetables,Online,H,12/10/2015,145236527,1/5/2016,7571,154.06
Sub-Saharan Africa,Cosmetics,Offline,L,2/10/2015,914616382,3/26/2015,4167,437.2
Asia,Meat,Offline,M,1/15/2013,114667928,1/23/2013,1643,421.89
Europe,Cereal,Online,H,11/14/2014,864189994,12/9/2014,1878,205.7
Sub-Saharan Africa,Cereal,Online,L,8/26/2011,502293908,9/7/2011,8784,205.7
Central America and the Caribbean,Cereal,Online,L,6/9/2014,938403499,7/5/2014,3304,205.7
Sub-Saharan Africa,Cosmetics,Online,C,8/17/2012,102255094,9/23/2012,8409,437.2
Europe,Clothes,Online,L,8/14/2015,493897521,8/17/2015,4107,109.28
Europe,Clothes,Online,L,2/24/2011,633692109,4/13/2011,2432,109.28
Australia and Oceania,Vegetables,Offline,M,7/15/2014,912312686,8/13/2014,2452,154.06
Sub-Saharan Africa,Office Supplies,Online,L,11/11/2011,440745580,12/1/2011,5266,651.21
Europe,Beverages,Online,C,10/12/2016,200289618,11/14/2016,9004,47.45
Middle East and North Africa,Meat,Offline,H,9/22/2013,792556130,11/3/2013,3826,421.89
Middle East and North Africa,Cosmetics,Online,C,9/11/2014,189468944,9/21/2014,6926,437.2
Europe,Fruits,Offline,H,1/12/2010,483264386,1/26/2010,7526,9.33
Sub-Saharan Africa,Household,Online,C,1/29/2010,236491286,2/17/2010,1882,668.27
Australia and Oceania,Personal Care,Offline,M,2/6/2011,332010972,2/7/2011,8279,81.73
Sub-Saharan Africa,Household,Online,H,3/16/2014,822997272,4/13/2014,2036,668.27
Middle East and North Africa,Cereal,Offline,H,1/1/2014,482936513,1/30/2014,501,205.7
North America,Fruits,Offline,L,7/8/2017,855627524,7/28/2017,8053,9.33
Australia and Oceania,Cosmetics,Online,M,2/16/2010,405181634,3/23/2010,1104,437.2
Asia,Cosmetics,Online,M,5/10/2012,366022670,6/20/2012,3097,437.2
Europe,Cereal,Offline,H,6/28/2015,692886960,7/18/2015,9504,205.7
Central America and the Caribbean,Beverages,Online,M,9/2/2015,510823333,10/18/2015,2831,47.45
Sub-Saharan Africa,Personal Care,Online,H,2/9/2010,365193116,3/31/2010,7613,81.73
Central America and the Caribbean,Snacks,Online,M,1/5/2016,871670138,1/9/2016,5419,152.58
Europe,Office Supplies,Online,M,10/12/2013,466240727,11/29/2013,9847,651.21
Central America and the Caribbean,Beverages,Offline,C,5/26/2011,355203711,5/26/2011,1526,47.45
Europe,Beverages,Offline,L,4/29/2010,465170419,5/2/2010,3119,47.45
Central America and the Caribbean,Beverages,Offline,H,11/20/2016,793064677,12/19/2016,4317,47.45
Sub-Saharan Africa,Vegetables,Online,C,9/30/2015,956122815,10/17/2015,6843,154.06
Sub-Saharan Africa,Office Supplies,Offline,H,7/26/2011,641893661,9/10/2011,9453,651.21
Central America and the Caribbean,Office Supplies,Offline,L,1/27/2010,958238542,1/30/2010,2933,651.21
Central America and the Caribbean,Household,Online,C,4/10/2014,383331286,5/1/2014,5101,668.27
Sub-Saharan Africa,Baby Food,Online,C,2/4/2013,615658223,3/14/2013,5804,255.28
Central America and the Caribbean,Household,Online,L,6/18/2015,724018180,7/25/2015,1924,668.27
Sub-Saharan Africa,Office Supplies,Online,L,3/17/2016,297522485,3/26/2016,2370,651.21
Australia and Oceania,Cosmetics,Online,M,1/14/2015,795594966,2/21/2015,3085,437.2
Sub-Saharan Africa,Clothes,Offline,C,9/11/2012,597971951,9/29/2012,2044,109.28
Central America and the Caribbean,Snacks,Online,C,10/21/2014,854702270,11/22/2014,4250,152.58
Middle East and North Africa,Baby Food,Offline,L,11/18/2012,536147248,12/15/2012,6740,255.28
Asia,Snacks,Offline,H,11/21/2010,482980716,12/30/2010,3582,152.58
Europe,Clothes,Online,M,11/2/2013,256189000,11/16/2013,873,109.28
Australia and Oceania,Cosmetics,Offline,H,6/15/2016,387070930,7/25/2016,1744,437.2
Europe,Office Supplies,Online,H,7/12/2014,127237832,7/28/2014,1357,651.21
Europe,Household,Offline,L,4/8/2016,598613536,5/8/2016,1903,668.27
Sub-Saharan Africa,Cosmetics,Offline,M,10/23/2015,743434369,11/27/2015,7605,437.2
Middle East and North Africa,Beverages,Offline,M,2/18/2012,474249160,3/6/2012,9720,47.45
Europe,Beverages,Online,C,11/10/2012,223919236,12/13/2012,1533,47.45
Middle East and North Africa,Cereal,Online,M,4/27/2015,495618426,5/18/2015,3361,205.7
Sub-Saharan Africa,Fruits,Online,L,4/30/2010,512833058,6/6/2010,7553,9.33
Sub-Saharan Africa,Fruits,Online,L,4/10/2016,469361960,5/3/2016,3489,9.33
Middle East and North Africa,Household,Offline,M,9/30/2014,179316461,11/5/2014,2580,668.27
Asia,Cosmetics,Offline,H,11/27/2014,427120387,12/15/2014,3269,437.2
Middle East and North Africa,Fruits,Online,M,10/30/2011,717510068,11/29/2011,6029,9.33
Asia,Office Supplies,Online,C,1/7/2013,625534331,1/21/2013,8364,651.21
Sub-Saharan Africa,Beverages,Online,C,11/25/2011,246554505,12/27/2011,9812,47.45
Europe,Fruits,Offline,C,4/26/2014,646244418,5/27/2014,6939,9.33
Sub-Saharan Africa,Vegetables,Online,L,1/12/2012,710590398,2/1/2012,8344,154.06
Europe,Personal Care,Online,M,10/22/2016,295891273,12/11/2016,9658,81.73
Sub-Saharan Africa,Beverages,Offline,H,3/10/2011,678758370,4/10/2011,8540,47.45
Europe,Office Supplies,Offline,C,11/3/2012,506115520,11/18/2012,9684,651.21
Asia,Snacks,Offline,M,3/23/2010,745199048,4/8/2010,9813,152.58
Europe,Cereal,Online,H,10/14/2011,633557784,11/18/2011,2682,205.7
Central America and the Caribbean,Beverages,Offline,L,11/23/2011,829053056,1/1/2012,4077,47.45
Central America and the Caribbean,Baby Food,Online,C,5/5/2017,259858691,6/4/2017,6816,255.28
Asia,Snacks,Offline,L,4/8/2013,174461019,5/3/2013,5747,152.58
Asia,Cereal,Online,C,5/20/2012,991658866,6/19/2012,2750,205.7
Europe,Baby Food,Online,H,4/24/2013,950563561,5/7/2013,1736,255.28
Europe,Cereal,Offline,H,12/19/2011,160598933,1/20/2012,3648,205.7
North America,Personal Care,Online,M,11/19/2012,151501309,11/24/2012,1459,81.73
Asia,Household,Online,C,4/27/2010,723319518,6/9/2010,5174,668.27
Sub-Saharan Africa,Meat,Offline,C,9/25/2014,396414887,10/9/2014,6829,421.89
Europe,Cereal,Online,L,2/23/2011,461461246,3/26/2011,5492,205.7
Sub-Saharan Africa,Vegetables,Online,C,12/7/2015,929444921,12/22/2015,2261,154.06
Australia and Oceania,Fruits,Online,H,6/17/2012,981664741,7/16/2012,5266,9.33
Asia,Personal Care,Online,L,6/13/2015,319732034,7/31/2015,4669,81.73
Sub-Saharan Africa,Cereal,Online,M,3/5/2014,515570628,4/7/2014,7661,205.7
Asia,Vegetables,Online,C,2/18/2014,961416852,3/1/2014,3466,154.06
Sub-Saharan Africa,Baby Food,Online,L,7/9/2010,219819533,8/27/2010,8340,255.28
Sub-Saharan Africa,Meat,Online,M,9/28/2014,973640000,10/19/2014,567,421.89
Sub-Saharan Africa,Vegetables,Online,M,10/7/2012,576052081,11/22/2012,5467,154.06
Australia and Oceania,Household,Online,L,5/7/2014,500542104,5/9/2014,387,668.27
Europe,Cereal,Online,M,5/13/2011,490908896,5/20/2011,9706,205.7
Europe,Office Supplies,Offline,M,11/29/2011,811263787,1/12/2012,9838,651.21
Europe,Baby Food,Offline,L,10/15/2013,896030604,11/13/2013,4222,255.28
Sub-Saharan Africa,Clothes,Offline,C,11/11/2015,699945676,12/27/2015,8335,109.28
Sub-Saharan Africa,Household,Online,M,4/11/2014,248057830,4/26/2014,4679,668.27
Sub-Saharan Africa,Personal Care,Online,L,10/23/2013,985728394,11/14/2013,7792,81.73
Europe,Office Supplies,Offline,M,7/11/2016,828631198,8/19/2016,9240,651.21
Asia,Household,Online,H,5/26/2010,912752568,7/15/2010,2623,668.27
North America,Cereal,Online,C,12/24/2010,644391334,1/22/2011,8570,205.7
Asia,Fruits,Offline,H,3/1/2012,850158822,3/16/2012,9743,9.33
Europe,Household,Offline,M,9/12/2012,626978862,10/15/2012,5833,668.27
Asia,Personal Care,Online,C,5/23/2012,492087781,6/13/2012,8565,81.73
Asia,Personal Care,Online,C,11/29/2015,133034408,12/5/2015,6692,81.73
Middle East and North Africa,Personal Care,Online,C,11/1/2013,657680070,12/1/2013,1003,81.73
Australia and Oceania,Cereal,Online,C,9/28/2016,544198596,10/18/2016,9313,205.7
Middle East and North Africa,Beverages,Online,L,7/23/2013,591076314,8/11/2013,1471,47.45
Sub-Saharan Africa,Fruits,Online,H,3/18/2013,767112052,3/24/2013,4358,9.33
Sub-Saharan Africa,Beverages,Offline,H,7/15/2010,661417138,8/9/2010,6884,47.45
Europe,Snacks,Online,L,10/19/2012,833415400,10/27/2012,4992,152.58
Asia,Clothes,Offline,H,3/10/2013,562843167,3/10/2013,6656,109.28
Australia and Oceania,Vegetables,Offline,C,4/25/2017,999749267,5/30/2017,6879,154.06
Middle East and North Africa,Fruits,Offline,M,9/14/2016,214495027,9/21/2016,2700,9.33
Asia,Cosmetics,Offline,C,4/23/2015,847754275,4/27/2015,8184,437.2
Sub-Saharan Africa,Fruits,Online,M,7/29/2010,660513341,8/21/2010,9431,9.33
Middle East and North Africa,Cosmetics,Offline,C,5/15/2012,184071052,5/15/2012,9569,437.2
Sub-Saharan Africa,Baby Food,Online,H,6/26/2016,470038735,8/1/2016,3762,255.28
Europe,Fruits,Online,C,12/26/2015,840340220,1/11/2016,4200,9.33
Australia and Oceania,Clothes,Online,L,7/29/2012,237211835,9/13/2012,5108,109.28
Sub-Saharan Africa,Snacks,Online,L,10/23/2012,373202407,11/3/2012,7740,152.58
Sub-Saharan Africa,Vegetables,Offline,M,9/28/2016,781173264,10/14/2016,5383,154.06
Sub-Saharan Africa,Vegetables,Offline,H,2/13/2014,164298236,2/15/2014,8354,154.06
Australia and Oceania,Office Supplies,Offline,L,11/28/2010,446063649,12/23/2010,9001,651.21
Middle East and North Africa,Household,Offline,C,5/10/2010,920268332,6/4/2010,6705,668.27
Asia,Office Supplies,Offline,C,10/5/2016,501023614,10/13/2016,2876,651.21
Sub-Saharan Africa,Personal Care,Online,H,7/29/2016,872753322,8/19/2016,5957,81.73
Middle East and North Africa,Meat,Online,C,6/10/2012,640193784,6/29/2012,6422,421.89
Sub-Saharan Africa,Clothes,Online,C,11/12/2011,278393828,12/31/2011,1775,109.28
Central America and the Caribbean,Personal Care,Online,H,11/3/2015,782714784,11/22/2015,1553,81.73
Central America and the Caribbean,Vegetables,Online,L,1/25/2015,518830478,2/22/2015,2323,154.06
Asia,Cosmetics,Offline,C,6/16/2016,172727239,7/22/2016,2683,437.2
Sub-Saharan Africa,Office Supplies,Offline,H,8/18/2016,500703895,9/29/2016,8264,651.21
Asia,Beverages,Offline,L,4/6/2013,979371774,4/13/2013,6727,47.45
Sub-Saharan Africa,Clothes,Online,L,6/17/2016,255654704,7/20/2016,2763,109.28
Sub-Saharan Africa,Clothes,Online,C,9/6/2014,196789014,10/10/2014,3097,109.28
Asia,Snacks,Offline,M,5/14/2016,940323531,5/24/2016,1484,152.58
Sub-Saharan Africa,Household,Online,L,11/22/2015,444119584,12/21/2015,3709,668.27
Europe,Baby Food,Offline,L,6/22/2012,336351001,8/5/2012,2590,255.28
Middle East and North Africa,Vegetables,Online,C,12/20/2013,965504109,1/9/2014,2976,154.06
Sub-Saharan Africa,Fruits,Offline,H,5/15/2010,950377738,5/28/2010,6747,9.33
Australia and Oceania,Cereal,Online,H,6/13/2015,330083215,7/27/2015,7813,205.7
Europe,Vegetables,Online,C,7/16/2017,114044368,8/1/2017,7118,154.06
Europe,Cosmetics,Online,H,8/12/2013,931997525,8/13/2013,7634,437.2
Asia,Snacks,Offline,L,1/25/2013,783991515,2/2/2013,9366,152.58
Europe,Office Supplies,Online,M,3/21/2011,890387666,3/29/2011,4352,651.21
Australia and Oceania,Baby Food,Offline,H,10/21/2015,741859805,10/31/2015,1657,255.28
Sub-Saharan Africa,Meat,Offline,M,11/27/2012,349394261,1/4/2013,2381,421.89
Sub-Saharan Africa,Snacks,Online,L,3/8/2016,694289863,3/11/2016,4654,152.58
Asia,Snacks,Offline,H,1/25/2010,578157937,2/25/2010,8636,152.58
Europe,Cosmetics,Offline,H,2/16/2014,672922313,3/21/2014,1521,437.2
Sub-Saharan Africa,Meat,Offline,L,2/19/2011,370819318,3/28/2011,2531,421.89
Australia and Oceania,Meat,Offline,L,6/8/2011,934397780,6/13/2011,7922,421.89
Sub-Saharan Africa,Meat,Online,L,4/15/2011,546519029,5/4/2011,5980,421.89
Asia,Cereal,Offline,C,10/21/2011,160356891,12/2/2011,2022,205.7
Sub-Saharan Africa,Meat,Offline,H,3/2/2015,349397695,3/6/2015,3397,421.89
Middle East and North Africa,Baby Food,Online,M,4/2/2013,857440268,4/25/2013,4485,255.28
Central America and the Caribbean,Clothes,Offline,C,2/28/2014,148595941,3/31/2014,1696,109.28
Europe,Baby Food,Offline,M,9/11/2015,357288539,10/26/2015,8473,255.28
Europe,Personal Care,Offline,C,9/16/2016,538254392,11/5/2016,291,81.73
Australia and Oceania,Personal Care,Online,C,5/10/2013,716542327,5/24/2013,9653,81.73
Middle East and North Africa,Snacks,Online,L,5/31/2010,537513673,6/24/2010,1095,152.58
Asia,Cereal,Online,L,7/7/2017,616842257,7/7/2017,6186,205.7
Sub-Saharan Africa,Cereal,Offline,C,1/24/2015,290514409,2/23/2015,8524,205.7
North America,Meat,Online,M,1/14/2011,764828956,2/19/2011,8739,421.89
Sub-Saharan Africa,Snacks,Online,H,6/23/2014,166397225,6/28/2014,9492,152.58
Middle East and North Africa,Personal Care,Offline,C,7/22/2016,292143046,8/6/2016,474,81.73
Europe,Cosmetics,Offline,H,1/31/2017,759302747,2/3/2017,3411,437.2
Europe,Beverages,Online,L,2/26/2013,355425155,4/14/2013,7056,47.45
Australia and Oceania,Baby Food,Online,L,6/30/2010,188371598,8/4/2010,2197,255.28
Europe,Household,Online,H,2/10/2012,536315906,3/30/2012,6649,668.27
Sub-Saharan Africa,Baby Food,Online,L,6/30/2014,397744405,7/28/2014,263,255.28
Sub-Saharan Africa,Baby Food,Offline,C,6/8/2011,641455924,6/11/2011,9917,255.28
Australia and Oceania,Personal Care,Offline,L,11/27/2012,856561791,12/16/2012,4524,81.73
Sub-Saharan Africa,Household,Offline,H,1/14/2011,702485835,1/20/2011,24,668.27
